occupation,total_climbers,disabled_climbers,successful_climbs,solo_climbers,claimed_success,disputed_climbs
Manager of sporting-goods shop,7,0,2,0,0,0
Manager (IBM),7,0,4,6,1,1
Local government employee,7,0,1,0,0,0
Insurance company manager,7,0,0,0,0,0
Instructor,7,0,2,0,0,0
Inspector Nepal Police,7,0,3,0,0,0
Industrial designer,7,0,3,0,0,0
ITBP havildar,7,0,0,0,0,0
IT business consultant,7,0,3,0,0,0
Health and safety regulator,7,0,3,0,0,0
Hairdresser,7,0,3,0,0,0
Gymnastics teacher,7,0,4,0,0,0
General Director of 7 Summits Club,7,0,4,0,0,0
Film cameraman,7,0,0,0,0,0
Explosives blaster (for roads),7,0,2,0,0,0
Expedition leader & alpine guide,7,0,5,0,0,0
Engineer (Hyundai Motor Co.),7,0,2,0,0,0
Director of retail and event management company,7,0,1,0,0,0
Director of Pioneer,7,0,7,0,0,0
Director and guide in mountaineering agency,7,1,4,0,0,0
Diplomat,7,0,4,0,0,0
Design engineer,7,0,3,0,0,0
Deputy Superintendent of Police,7,0,2,0,0,0
Decorator,7,0,1,0,0,0
Construction technician,7,0,2,0,0,0
Computer systems analyst,7,0,2,0,0,0
Computer specialist,7,0,4,0,0,0
Co-owner of JP Adventure Pulse Tour,7,0,4,0,0,0
Civil engineering student,7,0,3,0,0,0
Chamonix guide,7,0,0,0,0,0
Car inspector,7,0,2,0,0,0
Businessman (construction company owner),7,0,3,0,0,0
Business development,7,0,2,0,0,0
Building worker,7,0,1,0,0,0
Building cleaner,7,0,0,0,0,0
Budget control manager,7,0,4,0,0,0
British military services,7,0,1,0,0,0
Bachelor of Science,7,0,5,0,0,0
BSF inspector,7,0,4,0,0,0
Attorney (retired),7,0,4,0,0,0
Attorney & alpine guide,7,0,3,0,0,0
Army warrant officer,7,0,0,0,0,0
Army engineer,7,0,2,0,0,0
Anesthesist,7,0,3,0,0,0
Alpinist/pilot,7,0,1,0,0,0
Alpinist and writer,7,0,4,0,0,0
Alpine instructor & lecturer,7,0,4,2,0,0
Alpine equipment salesman,7,0,3,0,0,0
Alpine coach,7,0,0,0,0,0
Alpine & trekking guide,7,0,3,0,0,0
Alpine & skiing coach,7,0,7,0,0,0
Alpine & ski instructor,7,0,1,0,0,0
Account manager,7,0,4,0,0,0
Writer & photographer,6,0,0,0,0,0
"Worker, steel company",6,0,3,0,0,0
Welding engineer,6,0,3,0,0,0
Watchmaker,6,0,3,0,0,0
"Volunteer firefighter, ski instructor",6,0,5,0,0,0
Trek & expedition leader,6,0,4,0,0,0
Toxicologist,6,0,2,0,0,0
Tent designer,6,0,4,1,0,0
"Technician, telecom company",6,0,0,0,0,0
"Teacher, primary school",6,0,1,0,0,0
"Teacher, physical education",6,0,2,0,0,0
"Teacher, Logistics and Project Management at UNI",6,0,1,0,0,0
Teacher in Darjeeling Mountaineering Institute,6,0,4,0,0,0
"Student, world cultures",6,0,1,0,0,0
"Student, architecture",6,0,2,0,0,0
Student of electrical engineering,6,0,1,0,0,0
Stage manager,6,0,0,0,0,0
Sports equipment salesman,6,0,0,0,0,0
"Sports editor, Mainichi newspapers",6,0,1,0,0,0
Sports coach,6,0,4,0,0,0
Speech therapist,6,0,2,0,0,0
Sound technician,6,0,2,0,0,0
Sound engineer,6,0,0,0,0,0
Ski guide,6,0,2,0,0,0
Ski & alpine instructor,6,0,1,1,0,0
"Sergeant, Nepal Army",6,0,4,0,0,0
"Sergeant from Special Air Service Regiment, Perth",6,0,3,0,0,0
Self-employed construction worker,6,0,4,0,0,0
Security officer,6,0,3,0,0,0
Security guard,6,0,2,0,1,0
Salesperson for trekking equipment,6,0,5,0,0,0
"Salesman, mountaineering equipment shop",6,0,3,0,0,0
Sales manager for Nestle,6,0,4,0,0,0
Sales engineer,6,0,2,0,0,0
Rock climbing instructor,6,0,3,0,0,0
Retired psychologist,6,0,1,0,0,0
Retired farmer,6,0,2,0,0,0
Retired business owner,6,0,3,0,0,0
Retired business executive,6,0,2,0,0,0
Retired builder,6,0,2,0,0,0
Retailer,6,0,1,0,0,0
Restaurant cook,6,0,1,0,0,1
Research nuclear physicist,6,0,0,0,0,0
Rescue expert,6,0,2,0,0,0
Real estate broker,6,0,5,0,0,0
Railway employee,6,0,0,0,0,0
Public servant,6,0,1,0,0,0
Prison officer,6,0,2,0,0,0
Post office employee,6,0,3,0,0,0
Police havildar,6,0,0,0,0,0
Police,6,0,2,0,0,0
Plasterer,6,0,4,0,0,0
Physics teacher,6,0,2,0,0,0
Physician's assistant,6,0,3,0,0,0
Physician (cardiac surgeon),6,0,1,0,0,0
"Photographer, alpinist, skier & guide",6,0,4,0,0,0
"PhD of engineering, Mgr of Tokyo Branch of Japanese Alpine Club",6,0,0,0,0,0
"Pediatric surgeon, medical faculty, Rotterdam",6,0,1,0,0,0
PR manager,6,0,4,0,0,0
Outdoor education instructor,6,0,2,0,0,0
Office secretary,6,0,0,0,0,0
Oceanographer,6,0,1,0,0,0
Nepal Police,6,0,1,0,0,0
Mountain hut keeper,6,0,2,0,0,0
Molecular biologist,6,0,2,0,0,0
Military,6,0,2,0,0,0
Medical equipment salesman,6,0,3,0,0,0
Mechanical engineer & alpine guide,6,0,2,0,0,0
Materials engineer,6,0,2,0,0,0
Market researcher,6,0,3,0,0,0
Major in Army,6,0,1,0,0,0
Machine operator,6,0,1,0,0,0
Logger,6,0,0,0,0,0
Land surveyor,6,0,0,0,0,0
"Ladakh Scouts, Indian Army",6,0,0,0,0,0
Journalist & writer,6,0,2,0,0,0
Joiner (carpenter),6,0,1,0,0,0
Jeweller,6,0,1,0,0,0
Investment broker,6,0,3,0,0,0
Investment analyst,6,0,5,0,0,0
Investment advisor,6,0,1,0,0,0
Interior designer,6,0,1,0,0,0
Insurance advisor,6,0,2,0,0,0
"Instructor, HMI",6,0,6,0,0,0
Infantry NCO,6,0,2,0,0,0
Industrial worker,6,0,4,0,0,0
Industrial manager,6,0,1,0,0,0
Industrial chemist,6,0,0,0,0,0
Industrial,6,0,2,0,0,0
IT company owner,6,0,3,0,0,0
Hydrographic surveyor,6,0,1,0,0,0
Human resources consultant,6,0,2,0,0,0
Hotel general manager,6,0,3,0,0,0
Hospital nurse,6,0,2,0,0,0
High-altitude alpine instructor,6,0,3,0,0,0
High school science teacher,6,0,3,0,0,0
High school biology teacher,6,0,3,0,0,0
Heating engineer,6,0,2,0,0,0
General Manager of JSC NPO Nauka,6,0,5,0,0,0
Furniture designer,6,0,1,0,0,0
Food technologist,6,0,4,0,0,0
Fitter,6,0,0,0,0,0
Financial executive,6,0,2,0,0,0
Factory technician,6,0,1,0,0,0
Entrepeneur for Contact Centre,6,0,4,0,0,0
Employee Company Staff,6,0,2,0,0,0
Electronic technician,6,0,4,0,0,0
Economics teacher,6,0,3,0,0,0
Director of photography,6,0,4,0,0,0
Director of outdoor adventure company,6,0,2,0,0,0
Director of advertising company (Aegis Media),6,0,3,0,0,0
Director of Transcend Adventure,6,0,0,0,0,0
Director of Abramov's outdoor activities company,6,0,4,0,0,0
Data analyst,6,0,3,0,0,0
Consultant management,6,0,1,0,0,0
Consultant for healthcare industry,6,0,2,0,0,0
Construction company staff,6,0,1,0,0,0
Computer and stationary supply business,6,0,5,0,0,0
Company executive,6,0,1,0,0,0
Clinical psychologist,6,0,1,0,0,0
Chinese Agricultural University,6,0,3,0,0,0
Chemical technician,6,0,1,0,0,0
Chemical engineering student,6,0,1,0,0,0
Carpenter & alpine guide,6,0,2,0,0,0
Car factory worker,6,0,1,0,0,0
Cameraman & alpine guide,6,0,0,0,0,0
CEO of shoe material company,6,0,5,0,0,0
Businessman (runs a mountain resort),6,0,3,0,0,0
Building designer,6,0,0,0,0,0
Building company owner,6,0,2,0,0,0
Bookbinder,6,0,1,0,0,0
Blacksmith,6,0,1,0,0,0
Biology teacher,6,0,1,0,0,0
Beekeeper,6,0,1,0,0,0
Bank director,6,0,2,0,0,0
Army subedar,6,0,4,0,0,0
Army lieutenant,6,0,2,0,0,0
Army Corporal,6,0,0,0,0,0
Architect & alpine guide,6,0,1,0,0,0
Arborist,6,0,3,0,0,0
Alpinist & lecturer,6,1,5,0,0,0
Alpinist & guide,6,0,5,0,0,0
Alpine shop manager,6,0,4,0,0,0
Alpine instructor/guide,6,0,4,0,0,0
"Alpine guide, GEAN coach",6,0,2,0,0,0
Alpine guide & teacher,6,0,3,0,0,0
Alpine guide & professor at l'Ecole Nationale de Ski et d'Alpi,6,0,6,0,0,0
Alpine guide & professional alpinist,6,1,3,0,0,0
Alpine guide & engineer,6,0,3,0,0,0
Air-conditioning technician,6,0,1,0,0,0
Air Force junior warrant officer,6,0,0,0,0,0
Advisor to 8K Expeditions,6,0,3,0,0,0
Advisor,6,0,1,0,0,0
Advertising agency owner,6,0,2,0,0,0
Worker on high rock walls,5,0,1,0,0,0
Window washer of tall buildings,5,0,2,0,0,0
Urban planner,5,0,2,0,0,0
University student of economics,5,0,0,0,0,0
University lecturer,5,0,1,0,0,0
Trek leader,5,0,2,0,0,0
Traveller,5,0,1,0,0,0
Travel agency manager,5,0,1,0,0,0
Training consultant,5,0,2,0,0,0
Tourism manager,5,0,2,0,0,0
Telecom engineer,5,0,1,0,0,0
"Technician, telecommunications",5,0,1,1,0,0
"Sustainability consultant, coach, speaker",5,0,2,0,0,0
Surveyor with Geographical Survey Institute,5,0,2,0,0,0
Supervisor,5,0,4,0,0,0
Supermarket employee,5,0,0,0,0,0
Sunglasses wholesaler,5,0,0,0,0,0
"Student, engineering",5,0,0,0,0,0
Student of mathematics,5,0,0,0,0,0
Student of business management,5,0,2,0,0,0
Student of business administration,5,0,1,0,0,0
"Student of agriculture, Shinshu University",5,0,0,0,0,0
Student of agricultural engineering,5,0,3,0,0,0
Student at Osaka Prefectural University,5,0,3,0,0,0
Steam turbine engineer,5,0,2,0,0,0
Statistician,5,0,1,0,0,0
"Staff member, Ministry Education",5,0,0,0,0,0
"Staff member, Medical Association of Fukuoka",5,0,0,0,0,0
Staff in RNA,5,0,0,0,0,0
Sports reporter,5,0,3,0,0,0
Software consultant,5,0,1,0,0,0
Sociologist,5,0,0,0,0,0
Ski patroller & alpine guide,5,0,3,0,0,0
Ski patrol member,5,0,2,0,0,0
Shop salesman,5,0,0,0,0,0
Saleswoman,5,0,2,0,0,0
Salesman in mountaineering-equipment shop,5,0,1,0,0,0
Royal Engineers (Captain),5,0,2,0,0,0
Royal Air Force officer,5,0,1,0,0,0
Revenue officer,5,0,1,0,0,0
Retired military,5,0,2,0,0,0
Retired mechanical engineer,5,0,0,0,0,0
Retired mechanic,5,0,1,0,0,0
Retired chemist,5,0,2,0,0,0
Restaurant chef,5,0,2,0,0,0
Restaurant and shop owner,5,0,2,0,0,0
Rescue guide,5,0,4,0,0,0
Receptionist,5,0,1,0,0,0
Ranger,5,0,1,0,0,0
Railway technician,5,0,0,0,0,0
RAF flight lieutenant,5,0,0,0,0,0
Quality manager,5,0,2,0,0,0
Public speaker,5,0,2,0,0,0
Project manager of high-tech industry,5,0,0,0,0,0
Professor of physics,5,0,1,0,0,0
Professor of computer science at University of Leyden,5,0,1,0,0,0
Professor of agriculture,5,0,3,0,0,0
Products instructor,5,0,3,0,0,0
Printing company staff,5,0,3,0,0,0
Priest,5,0,2,0,0,0
Police sergeant,5,0,2,0,0,0
"Physician, alpine guide & member of Swiss air mtn rescue",5,0,1,0,0,0
Physical education instructor,5,0,2,0,0,0
"Photographer, writer & lecturer",5,0,2,0,0,0
Peace Corps volunteer,5,0,3,0,0,0
Partner on expedition company,5,0,2,0,0,0
Painter (artist),5,0,0,0,0,0
Owner of telecommunication business,5,0,4,0,0,0
Orthopedic physician,5,0,2,0,0,0
Official teacher,5,0,4,0,0,0
"Office worker, telecommunications company",5,0,0,0,0,0
"Office worker, city government",5,0,0,0,0,0
Nurse & alpine guide,5,0,1,0,0,0
Movie-photographer of Ishihara International Production,5,0,0,0,0,0
Movie cameraman,5,0,0,0,0,0
Mountain lodge owner,5,0,2,0,0,0
Mining executive,5,0,2,0,0,0
Military service,5,0,0,0,0,0
Medical secretary,5,0,1,0,0,0
Mechanic (auto),5,0,1,0,0,0
Marketer,5,0,3,0,0,0
Manufacturing engineer,5,0,1,0,0,0
Managing director of Dreamers Destination Treks,5,0,4,1,0,0
Manager of mountain hut,5,0,2,0,0,0
Major in Australian Army,5,0,1,0,0,0
Magazine editor,5,0,3,0,0,0
Lodge manager,5,0,1,0,0,0
Landscape architect,5,0,0,0,0,0
Laboratory chemist,5,0,3,0,0,0
Kindergarten teacher,5,0,1,0,0,0
Journalist & photographer,5,0,0,0,0,0
Interpreter,5,0,2,0,0,0
Insurance manager,5,0,1,0,0,0
Insurance consultant,5,0,1,0,0,0
Installs heating and plumbing systems,5,0,0,0,0,0
Importer,5,0,0,0,0,0
Import business,5,0,2,0,0,0
IT technician,5,0,0,0,0,0
Hydrologist,5,0,1,0,0,0
Hydraulic technician,5,0,2,0,0,0
Hotel director,5,0,1,0,0,0
High school sports teacher,5,0,3,0,0,0
High school physical education teacher,5,0,0,0,0,0
High school mathematics teacher,5,0,0,0,0,0
Graphics designer,5,0,3,0,0,0
Government officer,5,0,2,0,0,0
Government clerk,5,0,1,0,0,0
Geology professor,5,0,2,0,0,0
"General Manager, Jet Info Publisher",5,0,2,0,0,0
Freelance photographer,5,0,1,0,0,0
Freelance journalist,5,0,1,0,0,0
Free-lancer,5,0,4,0,0,0
Fitness entrepreneur,5,0,4,0,0,0
Financial services manager,5,0,3,0,0,0
Finance company director,5,0,0,0,0,0
Film-maker & alpine guide,5,0,3,0,0,0
Farm owner,5,0,1,0,0,0
Expedition outdoor instructor,5,0,1,0,0,0
Events manager,5,0,2,0,0,0
Environmentalist,5,0,3,0,0,0
"Engineer, geophysical",5,0,1,0,0,0
"Engineer, agricultural",5,0,0,0,0,0
Electro-mechanical engineer,5,0,1,0,0,0
Electrical engineering student,5,0,4,0,0,0
Editor of mountaineering magazine,5,0,0,0,0,0
Distributor of climbing equipment,5,0,3,1,0,0
Director of mountaineering school,5,0,1,0,0,0
Director of electronics manufacturing company,5,0,0,0,0,0
Director of company operating trekking-goods shops,5,0,0,0,0,0
Director of Artel 'Vitim' (a geology company),5,0,0,0,0,0
"Deputy of General Director, Valovaya 37 Company",5,0,2,0,0,0
Crane operator,5,0,2,0,0,0
Corporate Director of Centerra Gold,5,0,5,0,0,0
Consulting engineer,5,0,1,0,0,0
Construction site manager,5,0,3,0,0,0
Construction project manager,5,0,1,0,0,0
Construction consultant,5,0,1,0,0,0
Construction company president,5,0,0,0,0,0
Construction company office staff,5,0,1,0,0,0
Computer systems consultant,5,0,0,0,0,0
Computer expert,5,0,1,0,0,0
Commerce student,5,0,3,0,0,0
College teacher,5,0,0,0,0,0
Coffee shop manager,5,0,0,0,0,0
Coal miner,5,0,0,0,0,0
Coach,5,0,1,0,0,0
Civil engineer & alpine guide,5,0,3,0,0,0
Civil Servant,5,0,2,0,0,0
City government employee,5,0,1,0,0,0
China Mountaineering Association staff member,5,0,3,0,0,0
Chief financial officer,5,0,2,0,0,0
Chemistry student,5,0,1,0,0,0
Chemistry professor,5,0,0,0,0,0
Chauffeur,5,0,1,0,0,0
Cardiac surgeon,5,0,3,0,0,0
"Captain, Nepal Army",5,0,3,0,0,0
Camera operator,5,0,1,0,0,0
Cabinet maker,5,0,1,0,0,0
CEO of British Mountaineering Council,5,0,0,0,0,0
Business director,5,0,1,0,0,0
Business administrator,5,0,2,0,0,0
Building maintenance worker,5,0,1,0,0,0
Book illustrator,5,0,3,0,0,0
Bicycle shop owner,5,0,1,0,0,0
Bar manager,5,0,0,0,0,0
Bank executive,5,0,1,0,0,0
Assistant cameraman,5,0,0,0,0,0
Army staff sergeant,5,0,0,0,0,0
Army physician,5,0,2,0,0,0
Army havildar,5,0,5,0,0,0
Army alpine guide,5,0,2,0,0,0
Analyst,5,0,3,0,0,0
Alpinist & owner of trekking agency,5,0,4,0,0,0
Alpinist & beekeeper,5,0,3,0,0,0
Alpinist & author of climbing books,5,0,2,0,0,0
Alpine guide & ski Instructor,5,0,2,0,0,0
Alpine guide & medical student,5,0,2,0,0,0
Alpine guide & helicopter pilot,5,0,1,0,0,0
Alpine guide & film-maker,5,0,0,0,0,0
Alpine gear shop manager,5,0,2,0,0,0
Alpine club manager,5,0,2,0,0,0
Airline purser,5,0,3,0,0,0
Agency managing director,5,0,4,0,0,0
Advertising manager,5,0,2,0,0,0
Advertising executive,5,0,1,0,0,0
Accounting firm manager,5,0,2,0,0,0
Yoga instructor,4,0,2,0,0,0
Writer (mountaineering),4,0,2,0,0,0
Workman,4,0,0,0,0,0
Woodcutter,4,0,0,0,0,0
Wood technician,4,0,1,0,0,0
Wildlife manager,4,0,3,0,0,0
Waseda University Metal Casting Research laboratory,4,0,0,0,0,0
Vogue magazine fashion editor,4,0,2,0,0,0
Veternarian,4,0,3,0,0,0
Veterinarian & alpine guide,4,0,3,0,0,0
Venture capitalist,4,0,2,0,0,0
University student of mechanical engineering,4,0,3,0,0,0
University student & alpinist,4,0,2,0,0,0
University geology teacher,4,0,0,0,0,0
University administration official,4,0,0,0,0,0
Tunneller,4,0,2,0,0,0
Trucking company owner,4,0,0,0,0,0
Trekking leader,4,0,1,0,0,0
Trekking agency manager,4,0,1,0,0,0
Travel company director,4,0,0,0,0,0
Travel agency director,4,1,2,0,0,0
Travel,4,0,4,0,0,0
Training to be alpine guide,4,0,4,0,0,0
Training consultant & alpine guide,4,0,3,0,0,0
Tour operator & alpinist,4,0,1,0,0,0
Tile setter,4,0,1,0,0,0
Theater stagehand,4,0,2,0,0,0
Textile engineer,4,0,1,0,0,0
Tennis coach,4,0,3,0,0,0
Telephone operator,4,1,0,0,0,0
Telephone linesman,4,0,2,0,0,0
Telephone company engineer,4,0,0,0,0,0
Telecommunications worker,4,0,0,0,0,0
Telecommunications manager,4,0,2,0,0,0
"Technician, electrical engineering",4,0,1,0,0,0
"Technician, electrical",4,0,2,0,0,0
Technician (wireless technology),4,0,1,0,0,0
Technician (NTT),4,0,0,0,0,0
Technical manager,4,0,0,0,0,0
Technical employee,4,0,2,0,0,0
"Technical advisor, mountaineering equipment",4,0,0,0,0,0
Technical advisor,4,0,1,0,0,0
Teacher in Konko High School,4,0,2,0,0,0
Tax attorney,4,0,0,0,0,0
Tax advisor,4,0,2,0,0,0
Takes odd jobs between climbs,4,0,2,0,0,0
Tailor,4,0,1,0,0,0
TV producer & cameraman,4,0,1,0,0,0
Swimming instructor,4,0,0,0,0,0
Surgeon Lieutenant in Royal Navy,4,0,1,0,0,0
Surgeon & research member of medical dept of Kyoto University,4,0,0,0,0,0
Support sales agent,4,0,1,0,0,0
Supervisor in paper factory,4,0,3,0,0,0
Supermarket owner,4,0,1,0,0,0
Subinspector in Nepal Police,4,0,2,0,0,0
"Student, physical culture",4,0,1,0,0,0
Student of university,4,0,1,0,0,0
Student of physiotherapy,4,0,1,0,0,0
Student of international relations,4,0,2,0,0,0
Student of economics,4,0,2,0,0,0
Student of civil engineering,4,0,0,0,0,0
Student of Commercial Dept of OCU,4,0,2,0,0,0
Student of Chinese language & literature,4,0,0,0,0,0
Student in Okayama University Medical school,4,0,2,0,0,0
Student (of law and government),4,0,2,0,0,0
Stock trader,4,0,1,0,0,0
Steelworker,4,0,0,0,0,0
Steel worker,4,0,2,0,0,0
"Staff member, chain of furniture stores",4,0,2,0,0,0
"Staff member, Takayama Tea Co.",4,0,0,0,0,0
"Staff member, Nippon Tetrapod Co. Ltd",4,0,0,0,0,0
"Staff member, Mitaka Sporting Goods Co.",4,0,0,0,0,0
"Staff member, Izumi Co. Ltd",4,0,1,0,0,0
"Staff member, Government Industrial Research Institute, Kyushu",4,0,2,0,0,0
Sportsman in army sports club,4,0,1,0,0,0
Sportsman (instructor),4,0,4,0,0,0
Sports shops owner,4,0,0,0,0,0
Sports shopkeeper,4,0,3,0,0,0
Sports shop employee,4,0,0,0,0,0
Sports manager,4,0,1,0,0,0
Sponsored athlete,4,0,1,0,0,0
Sound recordist,4,0,0,0,0,0
Software distributor,4,0,3,0,0,0
Software designer,4,0,4,0,0,0
Sociology professor,4,0,0,0,0,0
Skiing coach,4,0,4,0,0,0
Ski patroller & investor,4,0,1,0,0,0
"Sikkim Police, Constable",4,0,2,0,0,0
Shoe store owner,4,0,3,0,0,0
Shoe material company owner,4,0,2,0,0,0
Service sector,4,0,3,0,0,0
"Sergeant, Argentine Military",4,0,0,0,0,0
Sergeant in military mountaineering school,4,0,0,0,0,0
Semi-retired big event organizer,4,0,2,0,0,0
Sells mountaineering equipment,4,0,1,0,0,0
Security officer in an NGO,4,0,3,0,0,0
Security officer for French embassy in Geneva,4,0,2,0,0,0
Scientist professor of medicine,4,0,0,0,0,0
School principal,4,0,1,0,0,0
Salesman & alpine guide,4,0,1,0,0,0
Sales representative for outdoor gear,4,0,3,0,0,0
Sakura Grain Co.,4,0,0,0,0,0
Safety consultant,4,0,2,0,0,0
Royal Nepal Army,4,0,0,0,0,0
Royal Marines (Captain),4,0,1,0,0,0
Royal Marines,4,0,0,0,0,0
Royal Electrical & Mechanical Engineers (Captain),4,0,0,0,0,0
Rope access worker,4,0,0,0,0,0
Rope access technician,4,0,2,0,0,0
Risk management consultant,4,0,3,0,0,0
Rigger,4,0,1,0,0,0
Retired university professor of soil sciences,4,0,0,0,0,0
Retired technician in oil refinery company,4,0,0,0,0,0
Retired stockbroker,4,0,1,0,0,0
Retired sales engineer,4,0,1,0,0,0
Retired math teacher,4,0,1,0,0,0
Retired manager,4,0,1,0,0,0
Retired investment banker,4,0,0,0,0,0
Retired fire officer,4,0,2,0,0,0
Retired financier,4,0,3,0,0,0
Retired company owner,4,0,2,0,0,0
Retired chemical businessman,4,0,0,0,0,0
"Retired IBM manager, now freelance strategy managing advisor",4,0,1,0,0,0
Retired British Gurkha soldier,4,0,1,0,0,0
Retail manager,4,0,2,0,0,0
Restaurant waiter,4,0,2,0,0,0
Respiratory therapist,4,0,3,0,0,0
Researcher in biology,4,0,2,0,0,0
Real estate salesman,4,0,0,0,0,0
Real estate promoter,4,0,1,0,0,0
Real estate company owner,4,0,1,0,0,0
Real estate businessman,4,0,0,0,0,0
Radiation oncologist,4,0,3,0,0,0
Purchasing agent,4,0,1,0,0,0
Publisher,4,0,1,0,0,0
Psychology student,4,0,1,0,0,0
Professor of radio electronics,4,0,0,0,0,0
Professor of physiology at Kyushu University,4,0,0,0,0,0
Professor of mechanical engineering,4,0,0,0,0,0
Professor of geography (Applachian State Univ.),4,0,0,0,0,0
Professional speaker,4,0,1,0,0,0
Professional film-maker,4,0,0,0,0,0
Professional alpine guide,4,1,0,0,0,0
Production manager,4,0,0,0,0,0
Private service,4,0,2,0,0,0
"President, construction company",4,0,2,0,0,0
Postmaster,4,0,3,0,0,0
Post office staff member,4,0,3,0,0,1
Post office staff,4,0,3,0,0,0
Post office manager,4,0,2,0,0,0
Post office clerk,4,0,1,0,1,0
Political science student,4,0,3,0,0,0
Political economist,4,0,0,0,0,0
Police officer & alpine guide,4,0,1,0,0,0
Physiology professor,4,0,0,0,0,0
Physician (pediatrician),4,0,1,0,0,0
"Photographer, alpinist",4,0,2,0,0,0
"Photographer, Mainichi Newspapers",4,0,0,0,0,0
Photo-journalist,4,0,1,0,1,0
Pharmacy owner,4,0,2,0,0,0
Pharmacologist,4,0,1,0,0,0
Personnel manager,4,0,0,0,0,0
Pediatrician in Okayama University,4,0,1,0,0,0
Partner in business advising companies about telecommunications,4,0,2,0,0,0
Park warden,4,0,1,0,0,0
Owns company doing translations,4,0,0,0,0,0
Owner/manager of adventure travel agency,4,0,0,0,0,0
"Owner, travel agency",4,0,0,0,0,0
Owner of trucking and ship-owning company,4,0,0,0,0,0
Owner of outdoor shop,4,0,3,0,0,0
Owner of company working on tall buildings,4,0,2,0,0,0
"Owner of Extreme Expeditions agency, senior political consultant",4,0,2,1,0,0
Outdoor guide,4,0,2,0,0,0
Outdoor equipment retailer,4,0,1,0,0,0
Outdoor equipment manufacturer,4,0,2,0,0,0
Outdoor company consultant,4,0,4,0,0,0
Organizer of outdoor adventure trips,4,0,0,0,1,0
Operations manager of Jagged Globe,4,0,2,0,0,0
Operations manager,4,0,4,0,0,0
Official in Ministry of Tourism and Civil Aviation,4,0,3,0,0,0
Nursing school staff member,4,0,0,0,0,0
Non-commissioned army officer,4,0,0,0,0,0
National park official,4,0,0,0,0,0
"Naik, Indian Army",4,0,2,0,0,0
Naik in Ladakh Scouts,4,0,1,0,0,0
Naik,4,0,3,0,0,0
NHK cameraman,4,0,0,0,0,0
Music student,4,0,1,0,0,0
Movie director,4,0,0,0,0,0
Mountaineering magazine editor,4,0,0,0,0,0
Mountaineering equipment shopkeeper,4,0,3,0,0,0
